STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       1420;19550301;19550331;    5;  4.73;   2.6;    6.8;   -1.2;    2.86;  20.4;  -999;  -7.9; 152.3;    5;    22.6;    7.7;eor
       1420;19550401;19550430;    5;  4.50;   9.4;   14.7;    3.2;    2.19;  29.1;  -999;  -3.3; 185.6;    5;     9.1;    3.1;eor
       1420;19550501;19550531;    5;  5.12;  12.0;   17.5;    5.8;    2.58;  27.4;  -999;  -1.5; 207.8;    5;    56.4;   15.8;eor
       1420;19550601;19550630;    5;  5.39;  16.7;   21.6;   11.3;    2.21;  29.4;  -999;   2.6; 168.6;    5;    90.2;   30.3;eor
       1420;19550701;19550731;    5;  5.44;  19.1;   24.0;   14.5;    2.04;  32.6;  -999;   8.1; 175.6;    5;    79.4;   27.6;eor
       1420;19550801;19550831;    5;  4.94;  17.9;   23.4;   13.1;    1.62;  28.8;  -999;   9.5; 192.5;    5;    60.8;   12.6;eor
       1420;19550901;19550930;    5;  4.46;  14.4;   20.0;    9.9;    1.67;  25.4;  -999;   3.0; 157.2;    5;    40.0;    9.6;eor
       1420;19551001;19551031;    5;  5.64;   8.4;   12.8;    4.5;    1.88;  18.4;  -999;  -3.1; 104.1;    5;    26.5;   10.0;eor
       1420;19551101;19551130;    5;  5.30;   4.0;    7.2;    0.7;    1.77;  17.2;  -999;  -6.7;  66.5;    5;    37.2;   14.8;eor
       1420;19551201;19551231;    5;  6.26;   3.0;    5.5;    0.3;    2.62;  13.4;  -999;  -7.2;  37.6;    5;    96.6;   19.8;eor
       1420;19560101;19560131;    5;  5.83;   1.4;    4.5;   -1.9;    2.72;  11.4;  -999; -16.4;  67.5;    5;    56.7;   11.9;eor
       1420;19560201;19560229;    5;  4.00;  -8.0;   -4.0;  -12.5;    2.58;   4.1;  -999; -19.6; 106.7;    5;     9.5;    2.1;eor
       1420;19560301;19560331;    5;  4.97;   5.5;   10.1;    1.0;    2.38;  20.4;  -999;  -8.9; 137.1;    5;    14.5;    5.8;eor
       1420;19560401;19560430;    5;  5.54;   7.7;   12.4;    3.0;    2.24;  20.4;  -999;  -3.9; 140.0;    5;    86.8;   20.4;eor
       1420;19560501;19560531;    5;  4.49;  14.4;   19.9;    8.2;    1.56;  29.0;  -999;   0.1; 242.8;    5;    49.0;   16.8;eor
       1420;19560601;19560630;    5;  6.42;  14.5;   18.5;   11.1;    1.96;  25.0;  -999;   5.1; 108.4;    5;   126.9;   31.1;eor
       1420;19560701;19560731;    5;  5.35;  18.2;   23.1;   13.6;    2.06;  29.1;  -999;  10.7; 190.9;    5;    86.3;   20.3;eor
       1420;19560801;19560831;    5;  5.45;  15.6;   20.2;   11.0;    2.26;  27.3;  -999;   4.9; 169.2;    5;   119.9;   24.4;eor
       1420;19560901;19560930;    5;  4.63;  14.6;   20.0;   10.2;    1.51;  24.6;  -999;   3.5; 151.2;    5;    50.7;   12.5;eor
       1420;19561001;19561031;    5;  6.46;   8.7;   12.3;    5.6;    1.86;  23.9;  -999;  -1.0;  45.7;    5;    73.9;   17.5;eor
       1420;19561101;19561130;    5;  5.99;   3.5;    6.1;    0.4;    2.43;  10.3;  -999; -11.5;  50.1;    5;    41.1;   16.8;eor
       1420;19561201;19561231;    5;  6.48;   2.5;    4.8;   -0.1;    2.07;  12.2;  -999;  -9.1;  39.6;    5;    32.2;    4.4;eor
       1420;19570101;19570131;    5;  5.55;   0.1;    3.0;   -3.4;    2.12;  11.6;  -999; -14.4;  57.5;    5;    54.5;   16.7;eor
       1420;19570201;19570228;    5;  6.30;   4.8;    8.8;    1.3;    2.25;  16.5;  -999;  -5.9;  63.9;    5;    89.9;   16.8;eor
       1420;19570301;19570331;    5;  4.90;   7.4;   13.6;    2.4;    2.13;  20.0;  -999;  -7.1; 158.3;    5;    63.3;   32.4;eor
       1420;19570401;19570430;    5;  4.41;   9.4;   15.4;    3.1;    2.25;  23.4;  -999;  -3.2; 211.9;    5;    33.7;   10.7;eor
       1420;19570501;19570531;    5;  4.57;  11.1;   16.4;    5.0;    2.41;  25.2;  -999;  -1.1; 228.6;    5;    38.1;    7.5;eor
       1420;19570601;19570630;    5;  4.09;  18.4;   24.6;   10.9;    1.90;  32.8;  -999;   3.7; 259.3;    5;    43.1;    8.6;eor
       1420;19570701;19570731;    5;  5.05;  19.7;   25.0;   14.3;    2.21;  37.6;  -999;   7.4; 177.6;    5;    71.6;   12.1;eor
       1420;19570801;19570831;    5;  5.11;  16.1;   21.3;   11.7;    2.35;  27.1;  -999;   3.5; 159.5;    5;    65.6;   12.6;eor
       1420;19570901;19570930;    5;  6.07;  13.2;   17.8;    9.2;    2.26;  26.6;  -999;   1.8;  92.5;    5;   149.4;   25.9;eor
       1420;19571001;19571031;    5;  5.31;   9.1;   13.9;    4.8;    1.64;  19.5;  -999;  -1.7;  91.8;    5;    41.4;   27.0;eor
       1420;19571101;19571130;    5;  6.69;   5.4;    8.0;    3.0;    2.14;  15.4;  -999;  -4.0;  40.5;    5;    19.6;    8.4;eor
       1420;19571201;19571231;    5;  6.79;   0.8;    3.1;   -2.1;    2.06;  11.3;  -999;  -9.3;  28.1;    5;    40.3;   10.4;eor
       1420;19580101;19580131;    5;  6.36;   0.9;    3.3;   -1.7;    2.63;  10.0;  -999; -11.9;  38.1;    5;    68.1;   26.4;eor
       1420;19580201;19580228;    5;  6.40;   3.2;    6.9;   -0.2;    2.61;  17.8;  -999;  -8.8;  72.2;    5;    74.7;   16.3;eor
       1420;19580301;19580331;    5;  4.87;   1.3;    5.9;   -3.2;    2.11;  18.2;  -999; -12.7; 156.2;    5;    25.2;    7.8;eor
       1420;19580401;19580430;    5;  4.97;   7.0;   12.4;    1.5;    2.61;  18.6;  -999;  -6.8; 191.2;    5;    20.8;   10.0;eor
       1420;19580501;19580531;    5;  5.74;  14.7;   20.0;    9.0;    1.90;  27.0;  -999;   0.3; 195.5;    5;    99.5;   12.5;eor
       1420;19580601;19580630;    5;  5.35;  15.8;   20.7;   10.3;    2.10;  29.1;  -999;   5.0; 193.8;    5;    87.2;   18.2;eor
       1420;19580701;19580731;    5;  4.74;  18.1;   23.9;   12.6;    2.22;  28.9;  -999;   7.6; 246.2;    5;    57.2;   17.4;eor
       1420;19580801;19580831;    5;  5.36;  18.2;   23.8;   13.6;    2.29;  30.2;  -999;   8.0; 220.2;    5;   170.2;   35.0;eor
       1420;19580901;19580930;    5;  4.46;  15.4;   20.8;   10.6;    1.99;  28.1;  -999;   4.8; 176.5;    5;    42.7;   13.9;eor
       1420;19581001;19581031;    5;  6.45;   9.2;   13.4;    5.3;    1.75;  19.2;  -999;  -2.8;  75.2;    5;    48.0;   11.7;eor
       1420;19581101;19581130;    5;  7.50;   5.6;    7.4;    3.8;    1.83;  12.9;  -999;  -1.7;  11.0;    5;    31.0;    9.3;eor
       1420;19581201;19581231;    5;  6.67;   3.2;    5.9;    0.2;    2.45;  10.6;  -999;  -9.1;  38.2;    5;    71.9;   10.1;eor
       1420;19590101;19590131;    5;  6.00;   0.7;    4.0;   -2.5;    2.55;  13.5;  -999; -10.4;  54.9;    5;    42.1;   10.5;eor
       1420;19590201;19590228;    5;  4.09;  -0.1;    4.8;   -3.7;    1.70;  13.2;  -999;  -9.3; 102.3;    5;     2.4;    1.1;eor
       1420;19590301;19590331;    5;  5.35;   7.3;   13.1;    2.1;    1.66;  20.1;  -999;  -3.7; 147.3;    5;    40.1;    9.5;eor
       1420;19590401;19590430;    5;  5.17;  10.8;   17.1;    4.1;    2.09;  26.5;  -999;  -4.6; 180.5;    5;    52.9;   10.8;eor
       1420;19590501;19590531;    5;  4.62;  14.7;   20.2;    9.4;    2.32;  27.5;  -999;   2.8; 257.2;    5;    14.2;    7.3;eor
       1420;19590601;19590630;    5;  4.58;  18.1;   23.7;   12.0;    2.09;  30.2;  -999;   5.4; 272.3;    5;    98.9;   53.6;eor
       1420;19590701;19590731;    5;  3.71;  21.7;   27.6;   15.2;    2.24;  35.1;  -999;   9.6; 318.0;    5;    62.0;   15.0;eor
       1420;19590801;19590831;    5;  4.09;  18.9;   24.6;   13.3;    1.96;  30.5;  -999;   4.5; 240.1;    5;    18.6;    8.7;eor
       1420;19590901;19590930;    5;  2.32;  15.5;   22.9;    8.6;    2.17;  28.8;  -999;   2.8; 275.6;    5;     3.6;    3.6;eor
       1420;19591001;19591031;    5;  3.63;   9.2;   16.4;    3.3;    2.15;  23.0;  -999;  -1.5; 180.3;    5;    52.9;   24.7;eor
       1420;19591101;19591130;    5;  6.77;   4.2;    6.9;    1.2;    1.43;  11.1;  -999;  -3.1;  39.3;    5;    30.7;    7.3;eor
       1420;19591201;19591231;    5;  6.90;   4.2;    6.2;    1.4;    2.42;  12.0;  -999;  -6.3;  17.9;    5;    56.0;    8.7;eor
       1420;19600101;19600131;    5;  6.64;   0.7;    3.4;   -2.7;    2.43;  10.5;  -999; -18.6;  41.6;    5;    49.8;    6.9;eor
       1420;19600201;19600229;    5;  5.72;   2.1;    5.8;   -1.3;    2.04;  16.5;  -999; -11.0;  63.2;    5;    47.0;   12.4;eor
       1420;19600301;19600331;    5;  5.75;   6.6;   11.2;    2.8;    2.53;  18.5;  -999;  -3.0; 120.5;    5;    20.3;    8.3;eor
       1420;19600401;19600430;    5;  5.00;   9.6;   15.4;    4.2;    2.53;  23.0;  -999;  -1.8; 191.4;    5;    24.8;    5.1;eor
       1420;19600501;19600531;    5;  4.89;  14.6;   20.4;    7.3;    2.03;  26.7;  -999;  -2.8; 242.1;    5;    69.7;   14.0;eor
       1420;19600601;19600630;    5;  4.96;  18.2;   24.0;   11.3;    2.49;  30.4;  -999;   5.8; 245.3;    5;    20.1;    9.0;eor
       1420;19600701;19600731;    5;  5.85;  16.7;   22.0;   11.6;    2.52;  28.9;  -999;   5.4; 188.3;    5;   102.8;   20.0;eor
       1420;19600801;19600831;    5;  6.35;  16.9;   22.2;   12.1;    2.08;  28.4;  -999;   5.8; 146.1;    5;   115.9;   39.4;eor
       1420;19600901;19600930;    5;  4.93;  13.0;   18.9;    8.1;    1.94;  24.2;  -999;  -0.1; 162.5;    5;    27.1;    7.8;eor
       1420;19601001;19601031;    5;  6.60;   9.9;   13.7;    6.3;    2.30;  21.1;  -999;   0.0;  63.3;    5;   123.9;   16.8;eor
       1420;19601101;19601130;    5;  6.70;   7.1;   10.1;    3.6;    2.57;  15.4;  -999;  -3.5;  59.9;    5;    73.2;    9.7;eor
       1420;19601201;19601231;    5;  7.21;   1.8;    3.9;   -0.6;    2.07;  11.1;  -999;  -8.2;  17.7;    5;    67.3;   12.3;eor
       1420;19610101;19610131;    5;  6.15;   0.5;    2.8;   -2.3;    2.63;  10.5;  -999; -12.7;  47.8;    5;    65.0;   12.9;eor
       1420;19610201;19610228;    5;  6.50;   5.3;    9.0;    1.9;    2.51;  16.2;  -999;  -2.2;  66.6;    5;    35.2;    7.9;eor
       1420;19610301;19610331;    5;  4.77;   6.8;   13.2;    1.4;    2.35;  20.7;  -999;  -4.3; 163.8;    5;    10.2;    4.8;eor
       1420;19610401;19610430;    5;  6.43;  11.9;   16.7;    7.2;    2.00;  26.1;  -999;   3.3;  98.7;    5;    64.6;   12.0;eor
       1420;19610501;19610531;    5;  5.35;  11.8;   16.9;    6.9;    2.38;  23.9;  -999;   0.4; 175.8;    5;    71.2;   11.4;eor
       1420;19610601;19610630;    5;  5.10;  16.8;   22.5;   11.0;    2.17;  31.5;  -999;   6.1; 223.1;    5;   181.5;   55.3;eor
       1420;19610701;19610731;    5;  5.27;  16.3;   21.8;   10.6;    2.41;  32.7;  -999;   3.7; 192.0;    5;   122.2;   29.0;eor
       1420;19610801;19610831;    5;  5.31;  17.4;   23.1;   12.2;    2.34;  30.6;  -999;   7.6; 210.4;    5;    54.7;   17.6;eor
       1420;19610901;19610930;    5;  4.28;  17.4;   24.1;   12.1;    1.55;  30.4;  -999;   5.8; 190.1;    5;    43.5;    9.8;eor
       1420;19611001;19611031;    5;  5.50;  11.0;   15.7;    7.2;    2.11;  22.7;  -999;  -0.6; 106.2;    5;    61.9;   14.5;eor
       1420;19611101;19611130;    5;  6.27;   4.0;    6.9;    0.8;    2.20;  14.0;  -999;  -7.5;  43.2;    5;    91.0;   19.8;eor
       1420;19611201;19611231;    5;  5.39;   0.4;    3.6;   -3.4;    2.21;  15.6;  -999; -15.0;  57.5;    5;    44.0;    8.5;eor
       1420;19620101;19620131;    5;  6.05;   2.8;    5.6;   -0.1;    3.17;  11.2;  -999; -10.9;  54.0;    5;    45.7;   17.9;eor
       1420;19620201;19620228;    5;  6.28;   1.5;    4.6;   -1.9;    3.04;   9.7;  -999; -13.4;  88.9;    5;    58.3;   25.1;eor
       1420;19620301;19620331;    5;  5.20;   1.6;    5.9;   -2.7;    2.31;  13.3;  -999;  -9.0; 140.4;    5;    64.2;   22.5;eor
       1420;19620401;19620430;    5;  5.43;   9.8;   14.8;    4.9;    2.88;  27.0;  -999;  -2.3; 157.2;    5;    50.9;   17.3;eor
       1420;19620501;19620531;    5;  5.88;  11.3;   15.9;    5.8;    2.35;  25.7;  -999;  -0.9; 176.6;    5;    62.6;   16.7;eor
       1420;19620601;19620630;    5;  4.42;  16.6;   22.2;    8.9;    2.39;  29.9;  -999;   0.2; 286.5;    5;     9.0;    3.4;eor
       1420;19620701;19620731;    5;  5.19;  17.0;   22.7;   11.3;    2.40;  31.8;  -999;   3.7; 211.2;    5;    29.1;    7.6;eor
       1420;19620801;19620831;    5;  4.96;  17.9;   24.4;   11.1;    2.37;  33.8;  -999;   5.0; 242.9;    5;    56.0;   12.8;eor
       1420;19620901;19620930;    5;  5.31;  13.7;   19.8;    7.8;    2.10;  30.9;  -999;   1.0; 176.7;    5;    34.8;   12.3;eor
       1420;19621001;19621031;    5;  3.69;   9.2;   15.8;    4.0;    1.69;  26.5;  -999;  -2.1; 160.6;    5;    16.3;    5.6;eor
       1420;19621101;19621130;    5;  6.74;   2.7;    5.7;   -0.3;    1.70;  16.5;  -999;  -6.4;  43.9;    5;    39.6;    8.6;eor
       1420;19621201;19621231;    5;  5.36;  -3.0;    0.4;   -6.1;    2.39;  10.3;  -999; -17.0;  64.5;    5;    71.8;   13.8;eor
       1420;19630101;19630131;    5;  5.16;  -6.1;   -3.3;   -9.4;    2.53;   3.5;  -999; -17.7;  70.5;    5;    18.4;    4.7;eor
       1420;19630201;19630228;    5;  4.63;  -4.3;   -0.6;   -8.3;    2.00;   4.3;  -999; -15.8; 102.3;    5;    22.5;    6.8;eor
       1420;19630301;19630331;    5;  5.69;   3.5;    8.6;   -1.2;    2.07;  13.2;  -999; -13.0; 107.8;    5;    90.9;   26.5;eor
       1420;19630401;19630430;    5;  5.50;  10.0;   15.6;    4.4;    2.02;  21.3;  -999;  -4.1; 155.7;    5;    22.1;    5.9;eor
       1420;19630501;19630531;    5;  5.56;  13.6;   18.9;    7.3;    2.37;  26.9;  -999;  -0.4; 202.2;    5;    37.7;   13.7;eor
       1420;19630601;19630630;    5;  5.45;  16.8;   22.4;   10.8;    2.17;  26.1;  -999;   6.1; 190.3;    5;    62.8;   22.9;eor
       1420;19630701;19630731;    5;  4.26;  19.8;   25.8;   12.8;    2.08;  32.8;  -999;   8.0; 269.0;    5;    56.3;   49.3;eor
       1420;19630801;19630831;    5;  5.79;  17.1;   22.5;   12.3;    2.46;  35.7;  -999;   4.7; 165.8;    5;   134.1;   27.2;eor
       1420;19630901;19630930;    5;  4.61;  15.0;   20.5;    9.6;    2.12;  26.2;  -999;   2.6; 156.2;    5;    46.2;   13.0;eor
       1420;19631001;19631031;    5;  5.48;   8.0;   12.6;    3.5;    1.90;  17.9;  -999;  -1.9; 102.9;    5;    44.8;   22.5;eor
       1420;19631101;19631130;    5;  6.57;   7.9;   11.3;    4.0;    2.60;  17.1;  -999;  -0.8;  38.8;    5;    79.6;   21.4;eor
       1420;19631201;19631231;    5;  5.37;  -2.8;   -0.2;   -6.3;    1.79;   7.0;  -999; -16.4;  61.5;    5;     7.5;    2.8;eor
       1420;19640101;19640131;    5;  6.22;  -2.5;   -0.2;   -5.1;    1.89;   4.6;  -999; -14.4;  48.5;    5;    21.3;    6.7;eor
       1420;19640201;19640229;    5;  5.48;   2.2;    5.6;   -1.0;    2.41;  11.0;  -999;  -9.2;  90.4;    5;    22.8;    9.5;eor
