STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       1420;19640301;19640331;    5;  5.73;   2.5;    6.4;   -0.8;    2.25;  14.6;  -999;  -8.1;  84.2;    5;    47.7;   12.9;eor
       1420;19640401;19640430;    5;  5.38;   9.9;   15.5;    4.2;    2.59;  26.0;  -999;  -1.3; 165.7;    5;    41.5;   14.9;eor
       1420;19640501;19640531;    5;  4.94;  15.3;   21.4;    7.8;    2.03;  28.6;  -999;   0.0; 242.0;    5;    27.0;   16.8;eor
       1420;19640601;19640630;    5;  4.14;  18.8;   25.1;   11.1;    2.38;  32.7;  -999;   3.4; 300.4;    5;    23.7;   10.4;eor
       1420;19640701;19640731;    5;  3.90;  20.6;   27.1;   12.8;    2.21;  35.2;  -999;   3.1; 293.9;    5;    14.0;    3.0;eor
       1420;19640801;19640831;    5;  4.59;  18.1;   24.2;   11.8;    2.20;  35.0;  -999;   4.1; 188.6;    5;    24.6;    8.3;eor
       1420;19640901;19640930;    5;  3.90;  14.7;   21.3;    9.0;    2.29;  29.2;  -999;   0.6; 194.3;    5;    33.9;   14.4;eor
       1420;19641001;19641031;    5;  4.95;   8.0;   12.5;    3.7;    2.34;  21.7;  -999;  -2.6;  99.0;    5;    53.8;   15.8;eor
       1420;19641101;19641130;    5;  6.48;   6.1;    8.6;    3.6;    2.57;  14.1;  -999;  -2.3;  36.3;    5;   131.6;   32.0;eor
       1420;19641201;19641231;    5;  6.43;   1.2;    3.3;   -1.8;    2.48;  10.4;  -999; -12.2;  34.9;    5;    18.3;    3.1;eor
       1420;19650101;19650131;    5;  6.94;   2.3;    4.3;    0.2;    2.68;  10.7;  -999;  -5.6;  30.8;    5;    99.1;   15.7;eor
       1420;19650201;19650228;    5;  5.99;  -0.1;    2.4;   -3.1;    2.48;   6.0;  -999; -11.1;  83.8;-999;-999;    3.1;eor
       1420;19650301;19650331;    5;  5.49;   4.3;    8.7;    0.2;    2.22;  19.3;  -999;  -9.1; 113.7;-999;-999;   12.3;eor
       1420;19650401;19650430;    5;  5.61;   8.1;   13.0;    3.2;    2.20;  20.0;  -999;  -2.4; 122.4;-999;-999;   13.7;eor
       1420;19650501;19650531;    5;  5.33;  13.1;   18.1;    7.5;    2.42;  27.6;  -999;   0.1; 173.9;-999;-999;   23.3;eor
       1420;19650601;19650630;    5;  5.56;  17.2;   22.0;   11.8;    2.26;  31.2;  -999;   6.1; 201.6;-999;-999;   43.6;eor
       1420;19650701;19650731;    5;  6.41;  16.5;   21.6;   12.4;    2.59;  30.9;  -999;   8.0; 151.8;-999;-999;   18.2;eor
       1420;19650801;19650831;    5;  4.94;  16.2;   22.2;   10.4;    1.90;  28.5;  -999;   5.0; 201.7;-999;-999;   26.2;eor
       1420;19650901;19650930;    5;  5.07;  13.1;   18.4;    8.8;    1.93;  24.7;  -999;   3.2; 134.1;-999;-999;   40.1;eor
       1420;19651001;19651031;    5;  3.65;   8.3;   13.9;    3.1;    1.57;  20.6;  -999;  -2.6; 165.7;-999;-999;    2.7;eor
       1420;19651101;19651130;    5;  6.25;   2.9;    5.8;   -0.3;    2.51;  14.8;  -999; -10.4;  42.0;-999;-999;   26.9;eor
       1420;19651201;19651231;    5;  6.69;   4.0;    6.3;    1.2;    3.01;  13.1;  -999;  -4.6;  16.8;-999;-999;   16.7;eor
       1420;19660101;19660131;    5;  5.71;  -1.5;    1.5;   -5.0;    2.13;  12.7;  -999; -17.2;  57.2;-999;-999;    9.1;eor
       1420;19660201;19660228;    5;  6.65;   6.3;    9.7;    3.0;    2.49;  15.0;  -999;  -2.8;  48.8;-999;-999;    8.7;eor
       1420;19660301;19660331;    5;  5.20;   4.5;    9.3;    0.0;    2.61;  14.2;  -999;  -6.1; 109.7;-999;-999;    7.7;eor
       1420;19660401;19660430;    5;  5.69;  10.7;   15.8;    5.5;    1.94;  22.5;  -999;  -2.1; 124.1;-999;-999;   24.8;eor
       1420;19660501;19660531;    5;  4.50;  14.8;   20.4;    8.2;    2.33;  28.0;  -999;   1.9; 257.6;-999;-999;    8.8;eor
       1420;19660601;19660630;    5;  4.68;  17.9;   23.7;   12.2;    2.35;  31.9;  -999;   4.6; 207.5;-999;-999;   30.3;eor
       1420;19660701;19660731;    5;  5.76;  16.5;   21.3;   11.9;    2.00;  28.2;  -999;   6.0; 169.3;-999;-999;   17.1;eor
       1420;19660801;19660831;    5;  5.22;  17.2;   22.3;   12.1;    2.35;  33.7;  -999;   5.3; 201.4;-999;-999;   75.9;eor
       1420;19660901;19660930;    5;  3.92;  14.8;   20.6;    9.2;    2.00;  28.0;  -999;   2.7; 199.3;-999;-999;    8.2;eor
       1420;19661001;19661031;    5;  5.90;  11.9;   16.2;    8.4;    2.01;  26.4;  -999;  -2.0;  82.1;-999;-999;   29.1;eor
       1420;19661101;19661130;    5;  6.62;   2.7;    5.3;   -0.1;    2.24;  14.7;  -999;  -6.5;  34.1;-999;-999;   16.6;eor
       1420;19661201;19661231;    5;  6.54;   3.3;    6.0;    0.1;    2.86;  11.0;  -999;  -5.4;  24.9;-999;-999;   21.6;eor
       1420;19670101;19670131;    5;  5.92;   1.9;    4.7;   -1.4;    2.17;  12.8;  -999; -14.2;  49.2;-999;-999;    5.7;eor
       1420;19670201;19670228;    5;  5.06;   4.1;    8.4;   -0.4;    2.65;  14.4;  -999;  -8.8; 102.4;-999;-999;   11.2;eor
       1420;19670301;19670331;    5;  5.27;   6.5;   11.0;    2.5;    2.82;  15.8;  -999;  -2.3; 137.0;-999;-999;   12.9;eor
       1420;19670401;19670430;    5;  4.62;   8.6;   13.6;    2.2;    2.46;  21.2;  -999;  -5.1; 199.8;-999;-999;   18.7;eor
       1420;19670501;19670531;    5;  5.33;  14.0;   19.8;    7.7;    2.15;  28.1;  -999;  -2.7; 211.1;-999;-999;   15.2;eor
       1420;19670601;19670630;    5;  5.17;  16.6;   21.5;   10.4;    2.09;  32.4;  -999;   2.7; 208.2;-999;-999;   13.7;eor
       1420;19670701;19670731;    5;  3.79;  20.6;   27.0;   13.5;    1.72;  32.9;  -999;   5.7; 266.6;-999;-999;   42.9;eor
       1420;19670801;19670831;    5;  4.85;  17.8;   23.5;   12.1;    1.82;  30.3;  -999;   5.4; 208.5;-999;-999;   24.3;eor
       1420;19670901;19670930;    5;  5.36;  14.5;   19.7;    9.7;    1.83;  25.8;  -999;   4.1; 139.8;-999;-999;   44.0;eor
       1420;19671001;19671031;    5;  5.29;  11.8;   16.3;    7.6;    2.43;  21.9;  -999;  -2.3; 109.6;-999;-999;   25.4;eor
       1420;19671101;19671130;    5;  5.43;   3.8;    7.3;    0.2;    2.05;  12.5;  -999;  -5.8;  58.4;-999;-999;    9.8;eor
       1420;19671201;19671231;    5;  6.73;   0.8;    2.9;   -1.8;    2.49;  11.2;  -999; -12.0;  26.4;-999;-999;   19.1;eor
       1420;19680101;19680131;    5;  6.21;   0.0;    2.5;   -3.6;    2.55;  11.5;  -999; -21.6;  41.0;-999;-999;   17.8;eor
       1420;19680201;19680229;    5;  6.04;   2.0;    5.1;   -1.2;    1.79;   9.3;  -999;  -8.2;  49.1;-999;-999;   12.6;eor
       1420;19680301;19680331;    5;  4.99;   5.5;   10.9;    0.3;    2.60;  24.7;  -999;  -6.6; 128.1;-999;-999;   10.3;eor
       1420;19680401;19680430;    5;  4.17;  10.3;   16.3;    4.0;    2.16;  29.8;  -999;  -5.1; 238.5;-999;-999;   22.3;eor
       1420;19680501;19680531;    5;  5.41;  12.6;   17.4;    6.9;    2.37;  24.7;  -999;  -1.0; 178.2;-999;-999;    8.7;eor
       1420;19680601;19680630;    5;  5.05;  17.0;   22.2;   11.2;    2.32;  28.6;  -999;   3.6; 223.1;-999;-999;   14.3;eor
       1420;19680701;19680731;    5;  4.82;  18.1;   23.1;   11.7;    2.36;  31.7;  -999;   7.2; 217.9;-999;-999;   12.2;eor
       1420;19680801;19680831;    5;  5.66;  17.2;   21.7;   12.6;    2.01;  26.4;  -999;   6.7; 133.3;-999;-999;   28.2;eor
       1420;19680901;19680930;    5;  5.40;  14.5;   19.0;   10.1;    2.03;  24.8;  -999;   5.7; 122.2;-999;-999;   14.3;eor
       1420;19681001;19681031;    5;  6.15;  10.8;   14.6;    7.3;    1.96;  21.5;  -999;  -0.9;  80.4;-999;-999;   10.5;eor
       1420;19681101;19681130;    5;  6.56;   3.9;    6.5;    1.3;    1.84;  18.8;  -999;  -3.3;  34.8;-999;-999;    4.4;eor
       1420;19681201;19681231;    5;  5.95;  -0.6;    1.3;   -3.3;    1.89;   7.9;  -999; -14.4;  37.8;-999;-999;   10.5;eor
       1420;19690101;19690131;    5;  6.79;   1.9;    4.1;   -0.7;    1.91;   9.2;  -999;  -6.4;  10.5;-999;-999;    3.5;eor
       1420;19690201;19690228;    5;  5.51;  -1.1;    1.8;   -4.5;    2.11;  10.6;  -999; -17.4;  65.3;-999;-999;    8.0;eor
       1420;19690301;19690331;    5;  5.62;   3.7;    7.8;    0.0;    2.52;  15.5;  -999;  -4.1;  97.8;-999;-999;   12.6;eor
       1420;19690401;19690430;    5;  4.78;   8.6;   13.6;    4.1;    2.67;  22.6;  -999;  -4.4; 151.6;-999;-999;   11.5;eor
       1420;19690501;19690531;    5;  5.04;  14.4;   19.7;    8.9;    2.27;  30.1;  -999;   2.1; 199.8;-999;-999;   19.3;eor
       1420;19690601;19690630;    5;  5.33;  15.9;   20.6;   10.6;    2.34;  27.8;  -999;   3.6; 193.9;-999;-999;   14.2;eor
       1420;19690701;19690731;    5;  4.27;  20.3;   26.2;   14.1;    1.98;  33.9;  -999;   7.9; 231.0;-999;-999;    8.4;eor
       1420;19690801;19690831;    5;  4.82;  17.8;   23.5;   13.1;    2.20;  30.6;  -999;   7.1; 202.9;-999;-999;   26.1;eor
       1420;19690901;19690930;    5;  3.80;  14.9;   20.5;    9.2;    1.90;  27.2;  -999;   1.1; 179.7;-999;-999;    6.8;eor
       1420;19691001;19691031;    5;  5.50;   9.5;   14.3;    5.6;    1.73;  21.2;  -999;  -2.8;  71.8;-999;-999;    6.3;eor
       1420;19691101;19691130;    5;  5.87;   5.9;    9.0;    2.5;    3.03;  15.6;  -999;  -4.1;  44.1;-999;-999;   13.3;eor
       1420;19691201;19691231;    5;  6.73;  -3.0;   -1.0;   -5.6;    2.08;   3.6;  -999; -16.5;  20.7;-999;-999;    8.8;eor
       1420;19700101;19700131;    5;  7.04;  -0.9;    0.8;   -3.3;    1.84;   7.1;  -999;  -9.7;  11.4;    5;    57.9;   10.7;eor
       1420;19700201;19700228;    5;  6.13;   0.8;    3.9;   -2.7;    2.84;   9.7;  -999; -14.4;  46.8;    5;    87.2;   15.9;eor
       1420;19700301;19700331;    5;  5.26;   3.2;    7.2;   -0.5;    2.89;  14.6;  -999;  -7.2;  99.1;    5;    30.6;    7.0;eor
       1420;19700401;19700430;    5;  5.98;   7.3;   11.4;    3.1;    2.70;  22.9;  -999;  -4.7;  98.8;    5;    69.4;   14.0;eor
       1420;19700501;19700531;    5;  5.50;  13.3;   18.1;    7.5;    2.26;  24.9;  -999;  -1.0; 173.3;    5;    54.7;   10.5;eor
       1420;19700601;19700630;    5;  3.89;  18.7;   24.4;   12.0;    2.10;  30.6;  -999;   5.5; 251.3;    5;    58.2;   15.8;eor
       1420;19700701;19700731;    5;  5.15;  17.3;   22.0;   11.9;    2.51;  29.2;  -999;   5.4; 192.2;    5;   103.3;   19.7;eor
       1420;19700801;19700831;    5;  4.42;  18.6;   24.3;   12.8;    1.82;  30.8;  -999;   5.6; 196.8;    5;    31.4;   11.1;eor
       1420;19700901;19700930;    5;  4.18;  14.6;   20.7;    9.0;    2.27;  26.0;  -999;   2.3; 178.2;    5;    57.8;   12.8;eor
       1420;19701001;19701031;    5;  5.90;  10.4;   14.1;    6.8;    2.68;  23.6;  -999;  -2.2;  82.7;    5;    34.2;   11.6;eor
       1420;19701101;19701130;    5;  5.78;   6.3;    9.1;    3.0;    2.60;  15.7;  -999;  -3.1;  38.5;    5;    34.3;    7.5;eor
       1420;19701201;19701231;    5;  6.38;   0.9;    2.9;   -1.8;    2.20;  11.1;  -999; -13.4;  38.0;    5;    49.5;   16.5;eor
       1420;19710101;19710131;    5;  5.60;  -0.9;    2.2;   -4.7;    1.90;  10.0;  21.0; -14.7;  31.8;    5;    31.6;    7.2;eor
       1420;19710201;19710228;    5;  6.37;   2.7;    5.5;   -0.9;    2.31;   9.3;  17.5; -10.4;  44.0;    5;    10.6;    3.7;eor
       1420;19710301;19710331;    5;  5.35;   2.6;    6.9;   -1.9;    2.42;  13.5;  19.0; -13.0; 100.6;    5;    15.5;    6.6;eor
       1420;19710401;19710430;    5;  3.56;  10.7;   17.2;    3.6;    2.17;  25.8;  16.0;  -3.1; 225.4;    5;    30.0;   12.0;eor
       1420;19710501;19710531;    5;  5.41;  16.1;   21.5;   10.1;    2.05;  28.9;  14.0;   3.4; 197.0;    5;    71.0;   29.5;eor
       1420;19710601;19710630;    5;  5.82;  15.2;   19.9;   10.5;    2.39;  26.0;  19.5;   5.6; 147.2;    5;   103.5;   10.9;eor
       1420;19710701;19710731;    5;  3.49;  20.1;   26.3;   12.5;    2.16;  34.6;  17.0;   5.2; 310.3;    5;    17.5;    6.2;eor
       1420;19710801;19710831;    5;  4.32;  19.2;   25.6;   12.9;    2.35;  33.9;  27.0;   6.6; 237.5;    5;    57.8;   24.9;eor
       1420;19710901;19710930;    5;  4.41;  13.8;   19.5;    7.6;    1.73;  26.0;  10.5;   1.6; 182.2;    5;    15.0;    6.1;eor
       1420;19711001;19711031;    5;  3.75;   9.2;   15.3;    4.1;    1.97;  21.4;  16.0;  -2.4; 162.0;    5;    16.9;    9.2;eor
       1420;19711101;19711130;    5;  6.25;   4.3;    7.2;    0.8;    2.56;  13.7;  21.0;  -8.0;  45.1;    5;    67.4;   27.4;eor
       1420;19711201;19711231;    5;  6.79;   3.9;    6.0;    1.1;    2.26;  13.3;  12.0;  -7.3;  25.6;    5;    13.1;   10.2;eor
       1420;19720101;19720131;    5;  6.30;  -0.6;    1.6;   -3.1;    1.89;   7.0;  15.5; -13.6;  46.8;    5;    21.4;    6.6;eor
       1420;19720201;19720229;    5;  6.09;   3.5;    6.7;   -0.4;    1.84;  11.3;  10.0; -13.0;  41.5;    5;     7.6;    6.3;eor
       1420;19720301;19720331;    5;  4.05;   6.8;   12.7;    0.8;    2.36;  20.1;  23.0;  -5.6; 183.7;    5;    25.4;    7.6;eor
       1420;19720401;19720430;    5;  5.28;   9.1;   13.4;    4.6;    2.96;  22.7;  17.0;  -4.1; 133.5;    5;    55.3;    8.8;eor
       1420;19720501;19720531;    5;  6.15;  12.8;   17.4;    8.0;    2.67;  24.7;  23.0;   3.4; 148.8;    5;    65.7;   16.3;eor
       1420;19720601;19720630;    5;  5.63;  15.6;   20.4;    9.8;    2.19;  28.7;  14.5;   3.8; 195.2;    5;   113.0;   36.6;eor
       1420;19720701;19720731;    5;  5.17;  19.5;   24.6;   13.9;    2.02;  32.3;  13.0;   8.9; 188.4;    5;    57.1;   37.1;eor
       1420;19720801;19720831;    5;  5.07;  17.6;   22.6;   12.4;    2.28;  30.2;  16.5;   5.5; 189.9;    5;    64.3;   13.8;eor
       1420;19720901;19720930;    5;  4.22;  12.2;   17.7;    6.6;    1.99;  25.0;  14.0;   0.7; 160.3;    5;    24.7;   12.1;eor
       1420;19721001;19721031;    5;  3.46;   7.8;   13.6;    2.5;    1.93;  19.6;  12.0;  -5.2; 179.8;    5;    26.9;   11.3;eor
       1420;19721101;19721130;    5;  6.51;   4.4;    6.8;    1.6;    2.41;  14.0;  25.0;  -5.0;  40.0;    5;    87.7;   30.6;eor
       1420;19721201;19721231;    5;  4.77;   0.5;    3.6;   -2.6;    2.02;   9.9;  17.0; -11.7;  61.7;    5;    10.7;    5.6;eor
       1420;19730101;19730131;    5;  6.52;   0.7;    2.8;   -2.2;    1.59;   7.1;  10.5; -14.2;  29.9;    5;    21.0;    6.6;eor
       1420;19730201;19730228;    5;  5.53;   1.9;    5.2;   -1.3;    2.55;   7.9;  19.5;  -6.7;  78.7;    5;    12.6;    2.7;eor
       1420;19730301;19730331;    5;  4.57;   5.6;   10.8;    0.3;    2.27;  19.4;  14.5;  -7.4; 148.3;    5;     6.6;    3.5;eor
       1420;19730401;19730430;    5;  5.77;   7.2;   11.7;    1.8;    2.69;  21.2;  20.5;  -4.7; 122.2;    5;    22.6;    5.2;eor
       1420;19730501;19730531;    5;  5.22;  14.2;   19.6;    8.1;    2.41;  26.8;  22.5;  -0.2; 226.2;    5;    80.9;   28.2;eor
       1420;19730601;19730630;    5;  4.61;  18.4;   23.9;   11.6;    2.48;  32.5;  15.5;   2.8; 235.4;    5;    22.4;    9.7;eor
       1420;19730701;19730731;    5;  4.98;  19.1;   24.4;   13.8;    2.45;  32.5;  19.0;   7.4; 203.1;    5;    72.0;   14.0;eor
       1420;19730801;19730831;    5;  3.46;  20.2;   26.6;   13.7;    2.16;  31.4;  15.8;   7.6; 265.5;    5;    40.1;   21.2;eor
       1420;19730901;19730930;    5;  3.94;  16.1;   22.0;    9.9;    2.20;  31.7;  15.6;   3.6; 187.0;    5;    25.7;   12.0;eor
       1420;19731001;19731031;    5;  4.93;   8.6;   13.0;    4.3;    2.24;  21.2;  23.1;  -3.8; 125.0;    5;    78.4;   27.0;eor
       1420;19731101;19731130;    5;  5.67;   4.2;    7.5;    0.6;    2.78;  12.9;  20.4;  -8.6;  59.6;    5;    42.5;   10.3;eor
       1420;19731201;19731231;    5;  6.28;   0.9;    3.4;   -2.2;    2.59;   9.4;  23.0; -15.8;  38.1;    5;    42.0;    7.0;eor
       1420;19740101;19740131;    5;  6.57;   4.5;    6.9;    1.5;    2.10;  13.0;  22.4;  -3.3;  30.9;    5;    38.4;    7.1;eor
       1420;19740201;19740228;    5;  5.89;   4.5;    7.8;    0.9;    2.55;  15.3;  19.5;  -3.5;  60.6;    5;    43.8;   17.2;eor
       1420;19740301;19740331;    5;  5.63;   7.4;   11.2;    3.1;    2.33;  20.6;  18.9;  -4.3;  87.3;    5;    51.3;   11.5;eor
       1420;19740401;19740430;    5;  3.85;  10.5;   16.2;    4.2;    2.39;  22.8;  18.6;  -1.4; 221.6;    5;    10.6;    4.5;eor
       1420;19740501;19740531;    5;  5.19;  12.9;   18.0;    6.6;    2.15;  25.3;  19.6;  -0.4; 180.5;    5;    49.0;    9.8;eor
       1420;19740601;19740630;    5;  5.19;  16.1;   21.2;    9.8;    2.20;  27.4;  16.3;   3.7; 204.7;    5;    61.1;   10.9;eor
       1420;19740701;19740731;    5;  5.36;  16.9;   21.7;   11.6;    2.57;  29.6;  16.9;   5.5; 198.5;    5;    69.8;   14.8;eor
       1420;19740801;19740831;    5;  4.65;  18.7;   24.8;   12.8;    2.31;  35.2;  17.3;   7.8; 218.4;    5;    47.9;   10.9;eor
       1420;19740901;19740930;    5;  5.27;  14.5;   19.9;    9.5;    2.54;  27.6;  16.6;   2.2; 139.8;    5;    52.2;   14.4;eor
       1420;19741001;19741031;    5;  6.83;   6.3;    9.0;    3.6;    2.35;  11.8;  15.1;  -1.3;  22.1;    5;    93.5;   10.6;eor
       1420;19741101;19741130;    5;  6.13;   5.7;    8.4;    2.2;    2.46;  16.4;  21.1;  -3.7;  38.5;    5;    57.7;   13.0;eor
       1420;19741201;19741231;    5;  6.45;   5.9;    8.0;    3.3;    3.45;  14.1;  20.1;  -3.1;  31.5;    5;    73.9;   11.8;eor
       1420;19750101;19750131;    5;  6.31;   5.1;    7.7;    1.6;    2.56;  12.6;  17.0;  -4.1;  45.5;    5;    73.7;   15.5;eor
       1420;19750201;19750228;    5;  3.27;   2.4;    7.4;   -1.6;    1.99;  11.7;  12.0;  -5.9; 150.5;    5;    19.3;    9.0;eor
       1420;19750301;19750331;    5;  6.09;   4.9;    8.9;    0.8;    2.46;  14.5;  16.5;  -4.2;  97.4;    5;    55.3;   14.4;eor
       1420;19750401;19750430;    5;  5.57;   8.8;   13.0;    3.9;    2.17;  24.2;  21.5;  -2.9; 140.4;    5;    58.0;   17.0;eor
       1420;19750501;19750531;    5;  4.89;  13.2;   18.7;    7.0;    2.43;  26.3;  17.8;   0.8; 232.4;    5;    33.0;   11.1;eor
       1420;19750601;19750630;    5;  5.01;  16.8;   21.6;   10.5;    2.47;  29.3;  15.8;   0.1; 205.9;    5;    74.5;   18.0;eor
       1420;19750701;19750731;    5;  4.49;  20.3;   25.6;   14.3;    2.25;  32.6;  14.6;   8.7; 277.9;    5;    95.0;   64.2;eor
       1420;19750801;19750831;    5;  3.71;  20.6;   26.5;   14.4;    2.18;  32.5;  19.3;  10.5; 245.8;    5;    87.9;   31.3;eor
       1420;19750901;19750930;    5;  4.78;  16.5;   21.6;   11.4;    1.97;  27.3;  14.2;   5.9; 143.8;    5;    54.8;   11.8;eor
       1420;19751001;19751031;    5;  6.21;   8.3;   11.4;    5.3;    2.16;  19.0;  15.5;  -0.4;  74.2;    5;    20.8;    4.4;eor
       1420;19751101;19751130;    5;  6.21;   4.1;    6.7;    0.8;    2.18;  12.3;  18.8;  -9.5;  48.3;    5;    47.8;   16.8;eor
       1420;19751201;19751231;    5;  6.37;   1.6;    3.6;   -1.3;    2.32;  10.1;  14.4; -12.6;  38.6;    5;    14.7;    7.3;eor
       1420;19760101;19760131;    5;  6.52;   3.1;    5.3;    0.2;    3.33;  10.8;  23.8; -15.4;  36.2;    5;    43.7;    6.2;eor
       1420;19760201;19760229;    5;  6.16;   1.7;    4.6;   -1.4;    1.89;  10.5;  13.0;  -6.4;  47.3;    5;    24.0;    8.9;eor
       1420;19760301;19760331;    5;  3.83;   3.7;    8.5;   -1.5;    2.25;  19.1;  14.8; -10.1; 174.4;    5;    21.2;    7.4;eor
       1420;19760401;19760430;    5;  3.11;   9.0;   14.7;    2.1;    2.49;  23.4;  16.0;  -3.0; 244.0;    5;    28.3;   13.4;eor
       1420;19760501;19760531;    5;  4.10;  15.0;   21.4;    7.1;    2.31;  30.5;  15.0;  -2.1; 261.5;    5;    16.3;    3.2;eor
       1420;19760601;19760630;    5;  3.17;  20.8;   26.5;   12.8;    2.36;  34.2;  16.1;   3.6; 292.1;    5;    10.7;    9.8;eor
       1420;19760701;19760731;    5;  3.38;  22.1;   28.3;   14.5;    2.26;  35.8;  16.3;   7.3; 271.4;    5;    55.4;   13.7;eor
       1420;19760801;19760831;    5;  3.92;  19.0;   24.8;   12.0;    2.34;  29.8;  13.4;   7.4; 240.7;    5;    11.5;    4.8;eor
       1420;19760901;19760930;    5;  5.74;  14.3;   19.2;    9.5;    1.92;  23.7;  13.9;   3.6; 120.8;    5;    41.4;    8.5;eor
       1420;19761001;19761031;    5;  5.69;  10.7;   15.0;    6.9;    1.81;  24.0;  11.8;  -1.0;  85.7;    5;    29.2;    8.5;eor
       1420;19761101;19761130;    5;  6.76;   5.9;    8.0;    2.9;    2.30;  12.5;  20.1;  -4.1;  39.0;    5;    50.1;   10.6;eor
       1420;19761201;19761231;    5;  6.21;  -0.1;    2.3;   -2.9;    2.12;  11.3;  16.8; -15.7;  36.1;    5;    35.8;    8.4;eor
       1420;19770101;19770131;    5;  6.82;   2.2;    4.3;   -0.2;    2.21;  11.3;  14.2;  -5.4;  24.2;    5;    59.0;   10.0;eor
       1420;19770201;19770228;    5;  6.25;   5.0;    8.0;    1.6;    2.29;  13.5;  15.5;  -7.0;  53.2;    5;   118.8;   22.0;eor
       1420;19770301;19770331;    5;  5.29;   7.7;   12.7;    3.1;    2.28;  19.3;  19.5;  -6.1; 122.6;    5;    40.9;   17.4;eor
       1420;19770401;19770430;    5;  5.87;   7.4;   11.8;    2.7;    2.74;  22.3;  21.4;  -4.8; 139.2;    5;    37.0;   10.5;eor
       1420;19770501;19770531;    5;  4.55;  13.4;   18.6;    7.2;    2.75;  27.0;  15.2;   1.6; 228.1;    5;    20.3;    7.2;eor
       1420;19770601;19770630;    5;  5.85;  16.9;   21.6;   11.9;    2.21;  31.8;  17.0;   1.9; 138.0;    5;    61.1;   16.1;eor
       1420;19770701;19770731;    5;  4.84;  18.7;   24.0;   12.9;    2.33;  32.0;  16.1;   4.6; 215.0;    5;    40.8;   18.6;eor
       1420;19770801;19770831;    5;  5.17;  17.5;   22.3;   12.4;    1.66;  29.2;  14.5;   8.9; 154.9;    5;   107.8;   23.6;eor
       1420;19770901;19770930;    5;  4.95;  13.6;   18.7;    9.1;    2.04;  26.3;  11.3;   3.7; 136.9;    5;    14.4;    8.9;eor
       1420;19771001;19771031;    5;  6.05;  10.8;   14.6;    7.3;    1.68;  22.0;  14.8;   1.7;  62.2;    5;    57.6;   16.3;eor
       1420;19771101;19771130;    5;  6.08;   6.1;    9.0;    3.0;    3.13;  16.8;  25.7;  -8.9;  56.4;    5;    84.6;   17.5;eor
       1420;19771201;19771231;    5;  6.49;   2.5;    4.4;    0.3;    2.12;  13.6;  16.8;  -6.6;  25.2;    5;    59.7;   15.1;eor
       1420;19780101;19780131;    5;  6.73;   2.1;    4.3;   -0.2;    2.52;   8.7;  20.0;  -4.1;  46.9;    5;    32.2;    7.7;eor
       1420;19780201;19780228;    5;  6.48;   0.6;    3.2;   -2.2;    2.08;  14.8;  12.8; -11.1;  36.5;    5;    28.4;    9.0;eor
       1420;19780301;19780331;    5;  6.33;   6.8;   10.8;    2.9;    2.70;  19.4;  19.0;  -4.2;  97.2;    5;    79.8;   15.5;eor
       1420;19780401;19780430;    5;  4.19;   9.1;   14.5;    3.5;    2.32;  20.5;  15.0;  -4.4; 197.9;    5;    30.4;   18.5;eor
       1420;19780501;19780531;    5;  5.51;  12.9;   17.3;    8.6;    2.28;  26.2;  10.4;   2.8; 145.2;    5;   157.7;   36.4;eor
       1420;19780601;19780630;    5;  5.71;  16.4;   21.9;   10.6;    2.35;  29.6;  13.0;   4.8; 195.6;    5;    42.3;   11.4;eor
       1420;19780701;19780731;    5;  5.10;  17.4;   22.5;   11.7;    2.20;  32.1;  19.1;   4.0; 195.9;    5;    56.1;    9.7;eor
       1420;19780801;19780831;    5;  5.09;  16.9;   22.7;   11.4;    2.17;  30.1;  12.3;   2.5; 191.1;    5;    21.4;    5.1;eor
       1420;19780901;19780930;    5;  5.50;  14.2;   19.3;    9.5;    2.85;  26.1;  19.7;   4.0; 103.3;    5;    49.4;   13.0;eor
       1420;19781001;19781031;    5;  5.60;   9.6;   13.8;    5.8;    1.93;  21.8;  10.6;  -0.6;  74.4;    5;    39.1;   30.4;eor
       1420;19781101;19781130;    5;  6.58;   3.9;    6.4;    1.3;    1.96;  11.8;   9.8;  -5.8;  33.0;    5;     6.6;    4.1;eor
       1420;19781201;19781231;    5;  5.75;   2.2;    5.0;   -1.0;    2.60;  11.7;  22.2; -12.4;  51.0;    5;   103.8;   24.2;eor
       1420;19790101;19790131;    5;  5.83;  -3.8;   -1.4;   -7.1;    2.35;   3.2;  14.3; -20.2;  44.1;    5;    26.8;    6.0;eor
       1420;19790201;19790228;    5;  6.18;   0.4;    3.2;   -2.4;    2.45;   7.5;  13.9;  -7.2;  51.1;    5;    47.9;    9.8;eor
       1420;19790301;19790331;    5;  6.37;   6.0;    9.2;    2.6;    2.97;  13.1;  17.8;  -4.7;  87.8;    5;    84.3;   13.6;eor
       1420;19790401;19790430;    5;  5.80;   8.0;   12.4;    3.4;    2.40;  21.2;  13.7;  -2.4; 129.4;    5;    76.2;   13.9;eor
       1420;19790501;19790531;    5;  4.55;  13.6;   19.2;    7.3;    2.42;  31.4;  18.3;  -1.9; 243.7;    5;    52.4;    8.1;eor
